title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
Affordable Land Gated Estate,land,"mowe golf town, mowe town, ogun",15500000.0,mid,,,,2025-02-07,2026-01-17,2025-02,Ogun
Most Affordable Land Strategically Located,land,"ikorodu sagamu road  off niger buscuit ltd, sagamu, ogun",2500000.0,low,,,,2025-09-12,2026-01-25,2025-09,Niger
"Industrial Property Comprising Of Admin Block N 1,458 Hectares Of Land",land,"lagos-abeokuta expressway, abeokuta south, ogun",3000000000.0,high,,,,,2026-01-17,NaT,Lagos
Safe And Secure (complete Doc) Land In A Functional Environment,land,"patmos prime papalanto major road, mowe ofada, ogun",12500000.0,mid,,,,,2026-01-25,NaT,Ogun
4.96 Acres Of Land In A Serene Location With 2 Bays Warehouse,land,"off abeokuta expressway, sango ota, ogun",600000000.0,high,,,,,2026-01-18,NaT,Ogun
3 Bedroom Semi-detached Duplex With Bq,semi detached duplex,"berger, arepo, ogun",95000000.0,high,3.0,3.0,31666666.67,,2026-01-25,NaT,Ogun
Luxury 3 Bedrooms Fully Detached Bungalow,fully detached,"mowe town, ogun",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Ogun
Tastefully Finished Corner Piece 3 Bedroom Fully Detached Bungalow,fully detached,"mowe town, ogun",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Ogun
Secured And Gated Farm Land,land,"aiyetoro, abeokuta south, ogun",4500000.0,low,,,,2025-12-11,2026-01-20,2025-12,Ogun
Cheap And Affordable Dry Land,land,"apa-aledo ososa, ijebu ode, ogun",1800000.0,low,,,,,2026-01-20,NaT,Ogun
Prime Investment Opportunity In Acres And Hectares Of Land,land,"imeko afon, ogun",3000000.0,low,,,,,2026-01-21,NaT,Ogun
Distress  Land With Solid Raft Foundation,land,"victory estate, cele bus stop, alagbole, ifo, ogun",20000000.0,mid,,,,,2026-01-22,NaT,Ogun
20 Acres Or 10acres Industrial Land,land,"on lagos-ibadan expressway, before sagamu interchange, km 46, ogun",150000000.0,high,,,,2025-02-03,2026-01-15,2025-02,Lagos
Uncompleted Warehouse On 2 Acres With C Of O,warehouse,"directly facing lagos / ibadan expressway, mowe town, ogun",1200000000.0,high,,,,,2026-01-15,NaT,Lagos
Buy And Build Land In A Serene Comfortable Environment With C Of O,land,"olodo, off ibadanã¢â€â“abeokuta expressway, odeda, ogun",750000.0,low,,,,,2026-01-20,NaT,Ogun
Affordable Land,land,"papalanto road, mowe ofada, ogun",5500000.0,low,,,,2026-07-01,2026-01-21,2026-07,Ogun
Most Affordable Farm Land With Profitable Crops,land,"olodo, abeokuta south, ogun",700000.0,low,,,,,2026-01-16,NaT,Ogun
Very Cheap Investment Land With C Of O In View,land,"olodo, orile ilawo, abeokuta south, ogun",750000.0,low,,,,,2026-01-16,NaT,Ogun
"5 Bedroom Duplex, 1 Mini Flat And 2  Shops",house,"restoration estate, magboro, ogun",35000000.0,mid,5.0,6.0,7000000.0,,2026-01-20,NaT,Ogun
4 Bedroom Detached Duplex,detached duplex,"beachland estate, berger, arepo, ogun",170000000.0,high,4.0,4.0,42500000.0,2026-04-01,2026-01-04,2026-04,Ogun
Fully Functional Finished 2 Bedroom Bungalow In A Functioning Estate,bungalow,"treasure park estate, mowe ofada, ogun",22000000.0,mid,2.0,3.0,11000000.0,2026-11-01,2026-01-11,2026-11,Ogun
Investment Opportunity 1acre Main Road Land,land,"imeko-aiyetoro expressway,onisasa town opposite alamala barack, rounda, abeokuta north, ogun",30000000.0,mid,,,,,2026-01-20,NaT,Ogun
3 Bedrooms Fully Finished Bungalow,bungalow,"mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,,2026-01-24,NaT,Ogun
3 Acres Of Land With C Of O,land,"opposite mfm, mountain of fire church along lagos-ibadan expressway, magboro, ogun",600000000.0,high,,,,,2026-01-16,NaT,Lagos
501sqm Land With C Of O,land,"warewa opic estate phase 2, berger, arepo, ogun",65000000.0,high,,,,,2026-01-16,NaT,Ogun
Palm Tree Oil Plantation Farm Land,land,"off afon road, imeko afon, ogun",3000000.0,low,,,,,2026-01-20,NaT,Ogun
2 Bedroom House,flat/apartment,"mowe ofada, ogun",35500000.0,mid,2.0,3.0,17750000.0,,2026-01-20,NaT,Ogun
2 Bedroom Terrace Bungalow In A Gated Mini Estate,bungalow,"palmview estate, gideon village, ibafo, ogun",30000000.0,mid,2.0,2.0,15000000.0,,2026-01-16,NaT,Ogun
Plots Estate Farm Land,land,"off ipara road, via ogere, obafemi owode, ogun",700000.0,low,,,,,2026-01-16,NaT,Ogun
Acres Of Estate Farm Land  5m.for 6plots Of Land,land,"ipara via ogere, obafemi owode, ogun",5000000.0,low,,,,,2026-01-16,NaT,Ogun
4 Numbers Of 3 Bedroom Flat,flat/apartment,"ajuwun, akute, ifo, ogun",95000000.0,high,3.0,3.0,31666666.67,,2026-01-15,NaT,Ogun
Newly Built 3 Bedroom Bungalow With 2kva Solar Inverter,bungalow,"off lagos ibadan expressway, aseese area, asese, ibafo, ogun",60000000.0,high,3.0,,20000000.0,,2026-01-15,NaT,Lagos
Affordable Land,land,"otta ikosi, otta, ado-odo/ota, ogun",3000000.0,low,,,,2025-05-12,2026-01-25,2025-05,Ogun
Direct Industrial Land,land,"along lagos ibadan expressway, km 46, ogun",300000000.0,high,,,,2024-09-07,2026-01-14,2024-09,Lagos
Affordable Plots Of Residential Estate Land,land,"palm rich farm phase 2, ewekoro, ogun",3724000.0,low,,,,,2026-01-21,NaT,Ogun
Parcel Of Land,land,"off lagos - expressway., mowe town, ogun",15500000.0,mid,,,,,2026-01-23,NaT,Lagos
Six Bedroom Fully Detached Duplex + 2 Bedroom Bq,fully detached,"berger, arepo, ogun",150000000.0,high,8.0,6.0,18750000.0,,2026-01-15,NaT,Ogun
"Dry Land Available  In A Developed Area With C Of O , Ibadan",land,"olodo,odeda local government off ibadan abeokuta expressway, odeda, ogun",750000.0,low,,,,2026-07-01,2026-01-24,2026-07,Ogun
2.5 Acres Bare Land With Certificate Of Occupancy / Governor's Consent,land,"longbridge, lagos - ibadan expressway, isheri north, ogun",400000000.0,high,,,,,2026-01-14,NaT,Lagos
Luxury Student Apartments,flat/apartment,"omu ijebu, ijebu north east, ogun",3500000.0,low,,1.0,,,2026-01-15,NaT,Ogun
Preowned 3 Bedroom Detached Furnished Bungalow On A Full Plot,land,"mopol olowofela, magboro, ogun",60000000.0,high,3.0,3.0,20000000.0,,2026-01-15,NaT,Ogun
Palm Farm Land Located On A Prime Area,land,"imeko afon, ifo, ogun",500000.0,low,,,,,2026-01-22,NaT,Ogun
Preowned 3 Bedroom Bungalow On A Full Plot Of Land,land,"unity estate, berger, arepo, ogun",120000000.0,high,3.0,3.0,40000000.0,,2026-01-15,NaT,Ogun
Invest In Cocoa Land And Earn More Than N5m Annually,land,"obafemi owode, ogun",4000000.0,low,,,,,2026-01-15,NaT,Ogun
Luxury And Smarthome  3 Bedroom Terrace With Bq,flat/apartment,"avocado pearl terraces, isheri north, ogun",130000000.0,high,3.0,4.0,43333333.33,,2026-01-15,NaT,Ogun
Block Of Flats On A Plot Of Land,land,"ajuwun, akute, ifo, ogun",80000000.0,high,,,,2026-12-01,2026-01-12,2026-12,Ogun
Newly Built 4 Bedrooms Detached Duplex,detached duplex,"opic, isheri north, ogun",120000000.0,high,4.0,4.0,30000000.0,,2026-01-13,NaT,Ogun
Buy And Remodel 4 Bedroom Bungalow Building With A Shop Storey Built,bungalow,"berger, arepo, ogun",100000000.0,high,4.0,4.0,25000000.0,2026-11-01,2026-01-25,2026-11,Ogun
Land,land,"olodo , buy 5 plots get 1 plot free, abeokuta north, ogun",750000.0,low,,,,2026-12-01,2026-01-12,2026-12,Ogun
Full Plots Of Land With C Of O,land,"mainland park estate, mowe ofada, ogun",10000000.0,mid,,,,2025-11-12,2026-01-16,2025-11,Ogun
Standard 5 Block Of Flats,flat/apartment,"olori akute, ifo, ogun",65000000.0,high,,,,2026-12-01,2026-01-25,2026-12,Ogun
2 Bedroom Carcass Apartment In A Gated Estate,flat/apartment,"cranbel apartment, mowe town, ogun",25000000.0,mid,2.0,2.0,12500000.0,2025-03-11,2026-01-04,2025-03,Ogun
Dry Land With C Of O Title In An Estate,land,"bluestone estate, mowe town, ogun",23000000.0,mid,,,,2025-03-11,2026-01-08,2025-03,Ogun
3 Plots Of Land,land,"papalanto, mowe ofada, ogun",6000000.0,low,,,,2026-12-01,2026-01-16,2026-12,Ogun
8 Plots Of Land At Behind Mfm Prayer City Camp,land,"off magada road, off pastor ayeni road, magada, magboro, magboro, ogun",190000000.0,high,,,,2026-08-01,2026-01-23,2026-08,Ogun
Demolishable Structure On 443.897 Sqms,land,"ajegunle, magboro, ogun",20000000.0,mid,,,,,2026-01-20,NaT,Ogun
12659.549sqm Of Land,land,"magboro, ogun",750000000.0,high,,,,2026-11-01,2026-01-11,2026-11,Ogun
Residential Land In A Well Secured Estate,land,"lotto simawa road, simawa, ogun",20000000.0,mid,,,,2026-12-01,2026-01-12,2026-12,Ogun
Luxury 5-bedroom Fully Detached Duplex With Bq,fully detached,"ibara gra, abeokuta south, ogun",350000000.0,high,5.0,5.0,70000000.0,,2026-01-14,NaT,Ogun
Palm Oil Farm Land,land,"imeko afon local government, ifo, ogun",3000000.0,low,,,,,2026-01-20,NaT,Ogun
A Luxury 2wings Of Duplex On 1400sqm Within A Seren Estate,land,"greenfield estate, opic, isheri north, ogun",175000000.0,high,6.0,6.0,29166666.67,,2026-01-13,NaT,Ogun
Block Of Four Number 3 Bedroom Flats,flat/apartment,"heritage estate, akute, alagbole, ifo, ogun",190000000.0,high,3.0,,63333333.33,2026-06-01,2026-01-22,2026-06,Ogun
Executive And Luxury Block Of Four Units Of 1 Bedroom Available,flat/apartment,"near pastor chris church and deeper life church, asese, ibafo, ogun",60000000.0,high,8.0,8.0,7500000.0,2026-09-01,2026-01-09,2026-09,Ogun
Residential Land In A Well Secured Estate,land,"emerald ville 2 estate, asese, ibafo, ogun",23000000.0,mid,,,,2026-08-01,2026-01-12,2026-08,Ogun
2 Bedroom Carcass Apartment,flat/apartment,"obasanjo hiltop, abeokuta south, ogun",35000000.0,mid,2.0,,17500000.0,2026-07-01,2026-01-20,2026-07,Ogun
Adron Homes Properties Land Capetown Estate Simawa,land,"adron homes tpg capetown estate, off mowe, simawa, ogun",21000000.0,mid,,,,,2026-01-25,NaT,Ogun
Adron Homes Chicago Park Estate Via Tasued Ijagun Ijebu Ode Land,land,"adron homes chicago park & gardens estate, ijagun, ijebu ode, ogun",11500000.0,mid,,,,,2026-01-25,NaT,Ogun
Plots Of Yam Farmland On Prelaunch,land,"abeokuta north, ogun",750000.0,low,,,,2026-09-01,2026-01-18,2026-09,Ogun
Full Plot Of Table Dry Land Measuring 521sqm,land,"berger, arepo, ogun",75000000.0,high,,,,2026-10-01,2026-01-25,2026-10,Ogun
Functional Hotel,hotel / guest house,"ilara-ilisan road, remo north, ogun",350000000.0,high,7.0,,50000000.0,2026-10-01,2026-01-10,2026-10,Ogun
10 Acres Of Commercial Land,land,"lagos/ibadan expressway, mowe town, ogun",1200000000.0,high,,,,,2026-01-10,NaT,Lagos
Land,land,"mowe ofada, ogun",9500000.0,low,,,,2026-10-01,2026-01-24,2026-10,Ogun
"2,500 Acres Of Farm Land With Access To Gas Pipeline",land,"alapako village, by mcpherson university off lagos ibadan expressway, obafemi owode, ogun",2300000.0,low,,,,2026-10-01,2026-01-10,2026-10,Lagos
Luxurious C Of O Land Title In Most Talk About Location,land,"international breweries plc, mowe ofada, ogun",6000000.0,low,,,,2026-10-01,2026-01-24,2026-10,Ogun
Land,land,"mowe ofada, ogun",10000000.0,mid,,,,2026-11-01,2026-01-11,2026-11,Ogun
257sqm Of Land,land,"unity estate, berger, arepo, ogun",30000000.0,mid,,,,2026-11-01,2026-01-11,2026-11,Ogun
Demolishable Building Of 2 Units Mini Flat And A Room Self Contain,flat/apartment,"victory estate junction,, magboro, ogun",30000000.0,mid,3.0,3.0,10000000.0,2026-06-01,2026-01-06,2026-06,Ogun
20 Units Of Gorgeously Finished 4 Bedrooms Semi Detached Duplex,semi detached duplex,"forthright garden estate, berger, arepo, ogun",200000000.0,high,4.0,4.0,50000000.0,,2026-01-25,NaT,Ogun
Newly Built And Luxury 3 Bedroom Bungalow In A Serene Environment,bungalow,"treasure island estate, mowe ofada, ogun",38500000.0,mid,3.0,3.0,12833333.33,2026-06-01,2026-01-06,2026-06,Ogun
An Acre Of Land,land,"anifowoshe community, ewekoro, ogun",24000000.0,mid,,,,2025-02-12,2026-01-06,2025-02,Ogun
4 Plots Of Land,land,"along magboro main road, magboro, ogun",600000000.0,high,,,,2026-06-01,2026-01-23,2026-06,Ogun
4 Bedroom Duplex,house,"sango ota, ogun",45000000.0,mid,4.0,4.0,11250000.0,2026-06-01,2026-01-16,2026-06,Ogun
A Well Finished 3 Bedroom Terraced Bungalow,bungalow,"bluestone garden city, mowe town, ogun",35000000.0,mid,3.0,3.0,11666666.67,2025-09-11,2026-01-25,2025-09,Ogun
Land In A Serene Location,land,"inheritance estate, odeda, ogun",750000.0,low,,,,2026-06-01,2026-01-06,2026-06,Ogun
Agro Palm Plantation Acres & Hectares Of Land With C Of O,land,"off abeokuta, imeko afon, ogun",3000000.0,low,,,,,2026-01-08,NaT,Ogun
Block Of Flats,flat/apartment,"behind makogi health centre road, makogi estate, magboro, ogun",100000000.0,high,9.0,9.0,11111111.11,2026-06-01,2026-01-23,2026-06,Ogun
Warehouse Suitable For Your Purpose,warehouse,"off cele bus stop, magboro, ogun",85000000.0,high,,,,2026-04-01,2026-01-23,2026-04,Ogun
4 Bedroom Duplex And 2 Units 2 Bedroom Flat,house,"magboro, ogun",220000000.0,high,8.0,92.0,27500000.0,2026-04-01,2026-01-23,2026-04,Ogun
4 Units Of 2 Bedroom Flat And 4 Units Of Mini Flat,flat/apartment,"mercy estate,ibasha, magboro, ogun",70000000.0,high,,12.0,,2026-03-01,2026-01-23,2026-03,Ogun
A Full Plot Of Land With 8 Shops,land,"9, akintonde alamo road, akintonde alamo cda estate, magboro, ogun",37000000.0,mid,,,,2026-02-01,2026-01-03,2026-02,Ogun
2 Bedroom Flat And Three Units Of Mini Flats On A Plot Of Land,land,"kodeolu street, magboro, ogun",55000000.0,high,5.0,5.0,11000000.0,,2026-01-23,NaT,Ogun
Lovely 5 Bedroom Fully Detached Duplex With Room Bq,fully detached,"berger, arepo, ogun",260000000.0,high,5.0,5.0,52000000.0,2026-07-01,2026-01-07,2026-07,Ogun
Two Units Of Mini Flats With Single Room Self Contain,flat/apartment,"ibafo, ogun",10000000.0,mid,3.0,3.0,3333333.333,2026-07-01,2026-01-12,2026-07,Ogun
Affordable Plots Of Mixed-use Land,land,"morayo estate, ilusan road, km 46, ogun",3500000.0,low,,,,,2026-01-07,NaT,Ogun
2 Bedroom Flats  All Ensuit In A Prestigious Estate Suitable As Airbnb,flat/apartment,"obasanjo hiltop gra, abeokuta south, ogun",35000000.0,mid,,,,2025-02-01,2026-01-07,2025-02,Ogun
Luxury 4 Bedroom Duplex,house,"mowe ofada, ogun",87000000.0,high,4.0,5.0,21750000.0,2026-08-01,2026-01-08,2026-08,Ogun
"13,000sqm Factory & Warehouse",land,"mowe ofada, ogun",1000000000.0,high,,,,2026-08-01,2026-01-08,2026-08,Ogun
Massive 5 Bedroom Detached Bungalow On A Full Plot In A Nice Location,land,"akute, ifo, ogun",58000000.0,high,5.0,5.0,11600000.0,2026-05-01,2026-01-05,2026-05,Ogun
Newly Built 3 Bedroom Bungalow With Excellent Facilities,bungalow,"queens home, mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,,2025-12-29,NaT,Ogun
Newly Built And Spacious 2 Bedroom Bungalow In A Beautiful Estate,bungalow,"queens home,mowe ofada, obafemi owode, ogun",35500000.0,mid,2.0,2.0,17750000.0,2026-02-01,2026-01-02,2026-02,Ogun
241 Acres Of Farm Land,land,"abeokuta lagos/ ibadan expressway, abeokuta south, ogun",1500000.0,low,,,,2026-02-01,2026-01-25,2026-02,Lagos
Executive 3 Bedroom Detached Bungalow,bungalow,"independent estate itele, sango ota, ogun",45000000.0,mid,3.0,3.0,15000000.0,,2026-01-23,NaT,Ogun
Block Of Flats,flat/apartment,"peace estate, ado-odo/ota, ogun",45000000.0,mid,2.0,3.0,22500000.0,2026-03-01,2026-01-25,2026-03,Ogun
Buy And Build Land Metaland,land,"odolewu, ijebu ode, ogun",5000000.0,low,,,,,2026-01-22,NaT,Ogun
2 Plot Of Land,land,"golden heritage estate, omusoko, mowe town, ogun",25000000.0,mid,,,,2026-04-01,2026-01-23,2026-04,Ogun
Luxury 3 Bedroom Bungalow Available,bungalow,"orile imo town, mowe ofada, ogun",42500000.0,mid,3.0,4.0,14166666.67,,2026-01-20,NaT,Imo
3 Bedroom Bungalow Apartment,bungalow,"queens homes, mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,2025-10-11,2025-12-05,2025-10,Ogun
Luxurious 3 Bedroom Bungalow With C Of O In A Peaceful Environment,bungalow,"bluestone treasure island 2.0, mowe ofada, ogun",47500000.0,mid,3.0,3.0,15833333.33,2026-05-01,2026-01-05,2026-05,Ogun
4 Bedroom Bungalow On Full Plot,land,"area 15 estate redemption city of god, mowe town, ogun",65000000.0,high,4.0,5.0,16250000.0,2026-05-01,2026-01-05,2026-05,Ogun
Uncompleted 2 Unit Of 3 Bedroom Flat,flat/apartment,"magboro, ogun",18000000.0,mid,3.0,3.0,6000000.0,2026-05-01,2026-01-05,2026-05,Ogun
Plots Of Dry Table Land,land,"sango ota, ogun",2000000.0,low,,,,2026-05-01,2026-01-10,2026-05,Ogun
Uncompleted 7 Bedroom Detached House On 2656sqm,land,"ita oshin, abeokuta north, ogun",85000000.0,high,7.0,,12142857.14,2026-05-01,2026-01-05,2026-05,Ogun
4 Units Of Miniflat,flat/apartment,"ifelodun town, ifo, ogun",15000000.0,mid,4.0,4.0,3750000.0,2026-06-01,2026-01-23,2026-06,Ogun
Plots Of Land,land,"journalist estate phase 1, berger, arepo, ogun",37500000.0,mid,,,,2024-03-06,2026-01-06,2024-03,Ogun
Prime & Affordable Plots Of Land In Good Neighborhood,land,"off lusada-agbara road, agbara, ado-odo/ota, ogun",1200000.0,low,,,,,2026-01-16,NaT,Ogun
Quarter Plot Of Land In A Developed Area,land,"asese, ibafo, ogun",3500000.0,low,,,,,2025-12-27,NaT,Ogun
Discount & Affordable Plots Of Land In Serene Neighbourhood,land,"kajola-iboro, off orita, atan ota, ado-odo/ota, ogun",2000000.0,low,,,,,2026-01-16,NaT,Ogun
Land,land,"abeokuta north, ogun",3599999.0,low,,,,,2026-01-21,NaT,Ogun
A Luxurious 3 Bedroom Plus Bq In A Beautiful Estate,flat/apartment,"few minutes away from ojodu berger lagos bluestone treasure estate, mowe ofada, ogun",65000000.0,high,3.0,3.0,21666666.67,,2026-01-11,NaT,Lagos
2 Bedroom Semidetached Bugalow,semi detached duplex,"mowe ofada, ogun",38000000.0,mid,2.0,2.0,19000000.0,,2026-01-14,NaT,Ogun
Modern Plots,land,"bluestone bus-stop, ofada road, mowe town, ogun",26500000.0,mid,,,,2025-12-06,2026-01-25,2025-12,Ogun
Residential Dry Plots,land,"bluestone bus-stop, mowe ofada, ogun",25000000.0,mid,,,,,2026-01-25,NaT,Ogun
5 Units Of 2 Bedroom Flats With 3 Shops On A Corner Piece 692.314sqm,land,"joju, sango ota, ogun",75000000.0,high,10.0,10.0,7500000.0,,2025-12-29,NaT,Ogun
Elegantly Built Four Bedroom Semi Detached Duplex,semi detached duplex,"berger, arepo, ogun",95000000.0,high,4.0,4.0,23750000.0,,2026-01-25,NaT,Ogun
Land,land,"ado-odo/ota, ogun",3599989.0,low,,,,,2026-01-15,NaT,Ogun
Plots Of Mixed Use Land,land,"next generation farm city, ofuape village, abeokuta north, ogun",3500000.0,low,,,,2025-01-12,2026-01-24,2025-01,Ogun
Luxury 2 Bedrooms Apartment With C Of O,flat/apartment,"queens homes estate, off the lagos - ibadan expressway, mowe ofada, ogun",35500000.0,mid,2.0,3.0,17750000.0,,2026-01-25,NaT,Lagos
Luxury 3 Bedroom Apartment With C Of O In A Prime Location,flat/apartment,"queens home estate off the lagos/ ibadan expressway, mowe ofada, ogun",42500000.0,mid,3.0,4.0,14166666.67,,2026-01-25,NaT,Lagos
Farm Land,land,"obafemi owode, ifo, ogun",3700000.0,low,,,,,2026-01-11,NaT,Ogun
Sharp Spacious 4 Bedroom Duplex,house,"kemta idi aba housing estate, abeokuta south, ogun",130000000.0,high,4.0,4.0,32500000.0,2025-05-03,2026-01-25,2025-05,Ogun
3 Bedroom Bungalow,bungalow,"mowe ofada, ogun",42500000.0,mid,3.0,,14166666.67,2026-01-01,2026-01-13,2026-01,Ogun
Prime 125 Acres Land,land,"shagamu interchange by olams, lagos ibadan expressway, sagamu, ogun",110000000.0,high,,,,2025-06-08,2025-12-29,2025-06,Lagos
Affordable Plots Of Land In Prime Location,land,"off lusada-agbara road, agbara, ado-odo/ota, ogun",1800000.0,low,,,,,2025-12-27,NaT,Ogun
Warehouse And Two Storey Office Complex,house,"lusada, atan - agbara road, atan ota, ado-odo/ota, ogun",460000000.0,high,,,,2024-04-12,2026-01-14,2024-04,Ogun
Prime 125 Acres Of Land,land,"sagamu interchange by cway, lagos ibadan expressway, sagamu, ogun",80000000.0,high,,,,,2026-01-02,NaT,Lagos
4bedroom Bungalow With Bq,bungalow,"ibara gra, abeokuta south, ogun",270000000.0,high,4.0,4.0,67500000.0,,2025-12-19,NaT,Ogun
Parcel Of Land With C Of O,land,"mowe ofada, ogun",9000000.0,low,,,,,2026-01-14,NaT,Ogun
Stunningly Designed 4 Bedroom Fully Detached Duplex,fully detached,"mowe town, ogun",87000000.0,high,4.0,4.0,21750000.0,,2025-12-29,NaT,Ogun
Massive 6 Bedrooms Duplex With 2 Bedrooms Chalet At The Back,house,"berger, arepo, ogun",120000000.0,high,6.0,6.0,20000000.0,,2026-01-12,NaT,Ogun
Newly Built 3 Bedroom Detached Bungalow,bungalow,"rccg camp, mowe ofada, ogun",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Ogun
Affordable Land In A Well Functional Estate,land,"omu junction, mowe ofada, ogun",7000000.0,low,,,,,2026-01-24,NaT,Ogun
"One Acre Of Dry, Level, Fully Fenced Land",land,"lagos-ibadan express way, sagamu, ogun",300000000.0,high,,,,,2026-01-15,NaT,Lagos
"5 Acres Of Dry, Level, Fully Fenced Land",land,"lagos - ibadan expressway, sagamu, ogun",1500000000.0,high,,,,2025-05-09,2026-01-15,2025-05,Lagos
10 Bedrooms Twins Bungalow,bungalow,"city of david, simawa, ogun",60000000.0,high,10.0,10.0,6000000.0,2024-02-09,2026-01-23,2024-02,Ogun
Brand New Unit Of 4 Bedrooms Duplex + 2 Units Of 2 Bedrooms Apartments,house,"treasure estate phase 1, simawa, ogun",65000000.0,high,8.0,8.0,8125000.0,,2026-01-23,NaT,Ogun
Farmland,land,"abeokuta north, ogun",750000.0,low,,,,,2025-12-30,NaT,Ogun
Well Situated Plot Of Bare Land,land,"mowe ofada, ogun",5000000.0,low,,,,,2026-01-25,NaT,Ogun
"Luxury, Spacious 4 Bed Semi Detached Duplex On A Sizeable Plot",land,"forthright estate, berger, arepo, ogun",180000000.0,high,4.0,4.0,45000000.0,,2026-01-15,NaT,Ogun
Two Massive Buildings On 5000 Sqm,land,"heritage estate, akute, ifo, ogun",995000000.0,high,,,,2024-11-11,2026-01-24,2024-11,Ogun
"4 Bedroom Duplex Building, Sitting On A Cornerpiece Of 60 By 70ft",house,"dominion lane, off iya ijesha bus stop, otta, ado-odo/ota, ogun",65000000.0,high,4.0,4.0,16250000.0,,2025-11-27,NaT,Ogun
4nos Of 3 Bedroom Flats With 4nos Of Shops On Full Plot Of Land,land,"muphin estate otta, otta, ado-odo/ota, ogun",45000000.0,mid,12.0,12.0,3750000.0,,2025-12-17,NaT,Ogun
Corner Peice Land In A Secured Estate,land,"sterling bank, magboro, ogun",20000000.0,mid,,,,,2025-12-17,NaT,Ogun
Luxury Finished 4 Duplex On A 650sqm,land,"forthright garden estate, berger, arepo, ogun",225000000.0,high,4.0,8.0,56250000.0,2025-06-12,2025-12-06,2025-06,Ogun
Percel Of One Plot Of Land 600sqm,land,"ofada/abisodun road,owode local government, mowe ofada, ogun",18000000.0,mid,,,,2025-01-12,2025-12-01,2025-01,Ogun
1 Acre Of Commercial Land,land,"palmrich farm phase 2, aso ilobi road, ewekoro, ogun",1950000.0,low,,,,,2025-11-30,NaT,Ogun
1 Acre Of Land,land,"lotto bridge, mowe ofada, ogun",500000000.0,high,,,,,2025-12-17,NaT,Ogun
334 Acres Of Land,land,"owiwi beside obasanjo farm & dam, ado-odo/ota, ogun",1800000.0,low,,,,2025-06-11,2025-12-17,2025-06,Ogun
14 Acres Of Land,land,"near buhari estate shagamu roa, abeokuta north, ogun",10000000.0,mid,,,,,2025-12-17,NaT,Ogun
10 Acres Of Land With C Of O,land,"before sagamu interchange, lagos - ibadan expressway, km 46, ogun",250000000.0,high,,,,,2026-01-16,NaT,Lagos
Nice 4 Bedroom Duplex With  Bq,house,"makun city after christopher university, mowe town, ogun",180000000.0,high,4.0,4.0,45000000.0,,2026-01-20,NaT,Ogun
Luxury 4 Bedroom Terrace Duplex With Bq,house,"voera estate, berger, arepo, ogun",150000000.0,high,4.0,5.0,37500000.0,,2026-01-24,NaT,Ogun
Off Plan 3 Bedroom Apartment,flat/apartment,"berger, arepo, ogun",70000000.0,high,3.0,4.0,23333333.33,,2026-01-24,NaT,Ogun
Fully Detached 4 Bedroom Duplex,fully detached,"voera estate, berger, arepo, ogun",79000000.0,high,4.0,,19750000.0,,2026-01-04,NaT,Ogun
Land For Framing,land,"obafemi,milebrook farm city,, obafemi owode, ogun",1000000.0,low,,,,,2026-01-25,NaT,Ogun
4 Bedroom Detached Bungalow,bungalow,"ilaro, yewa south, ogun",35000000.0,mid,4.0,4.0,8750000.0,2025-12-12,2026-01-23,2025-12,Ogun
Uncompleted Block Of Flats,flat/apartment,"oko ewe, sokoto road, atan ota, ado-odo/ota, ogun",20000000.0,mid,6.0,,3333333.333,,2025-12-13,NaT,Sokoto
Two Plots Of Land Of 1300sqm,land,"golden heritage estates, mowe ofada, ogun",20000000.0,mid,,,,2025-12-12,2026-01-22,2025-12,Ogun
3 Bedroom Fully Detached Bungalow,fully detached,"mowe golf town, mowe town, ogun",78000000.0,high,3.0,3.0,26000000.0,,2026-01-21,NaT,Ogun
Warehouse On 55.406 Hectares,warehouse,"alapako village, remo north, ogun",11500000000.0,high,,,,,2026-01-03,NaT,Ogun
3 Bay Warehouses On 5.2 Acres,warehouse,"ayetoro bus stop, simawa, ogun",2000000000.0,high,,,,,2026-01-03,NaT,Ogun
Solar Powered Fuel Station With Massive Potential On Offer,fuel station,"oyero ijoko road, sango ota, ogun",300000000.0,high,,,,2025-02-09,2026-01-23,2025-02,Ogun
Fenced 500sqm Land,land,"liberty estate laderin, abeokuta south, ogun",35000000.0,mid,,,,,2025-12-16,NaT,Ogun
Finished 2-bedroom Semi-detached Bungalow,semi detached duplex,"hid awolowo  estate, obasanjo presidential hilltop, abeokuta south, ogun",140000000.0,high,2.0,2.0,70000000.0,,2025-12-16,NaT,Ogun
2-bedroom Bungalow With 1 Mini-flat,bungalow,"oke ata, abeokuta south, ogun",20000000.0,mid,2.0,2.0,10000000.0,,2025-12-16,NaT,Ogun
Nicely Built 2 Bedroom Bungalow Furnished,bungalow,"phase 1, prince court estate, kobape, abeokuta south, ogun",60000000.0,high,2.0,2.0,30000000.0,,2025-12-16,NaT,Ogun
